text,label
I feel like shes losing her sense of self to adapt to what she thinks he will be loyal to,2
I feel burdened for several loved ones and I miss my big kid whom I havent seen since friday,0
I feel is still really low in my abdomen,0
I feel like I ve been welcomed a tight knit family who ll make sure I will not feel alone ever,1
I feel this is doubtful,4
I usually use smaller legos however this year I have a few students with fine motor delays and I want all my students to feel successful,1
I get some exercise and feel like I am doing something worthwhile in the meantime,1
I feel like my life is very rich and fulfilling but I know people look at the way I live and feel some misplaced pity for me,1
I feel blessed amazed and yes very excited,2
I feel hesitant about talking about this,4
I try to get in at least minutes a day five days a week though I have been known to skip a workout if I m feeling particularly lethargic or lazy,0
I have been feeling beaten down sick and utterly devoid of hope that I will ever have the life I want,0
I feel hesitant to comment because I do not want to add to a pileon but it seems clear to me that those involved have not learned from their past experiences nor are they interested in applying that learning to future projects,4
I feel quite passionate about as communion is of tremendous importance to me personally and theologically,2
I am feeling happy and well,1
I find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like I am missing out on something a near constant feeling I have in cities,0
I got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,1
